,person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_A,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G
14595,23,45000,7.0,2000,7.05,0,0.04,N,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
14596,25,45500,3.0,2000,13.49,0,0.04,Y,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
14598,22,110000,5.0,8000,12.98,0,0.07,N,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14600,22,110000,6.0,6000,9.99,0,0.05,N,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
14602,23,110000,8.0,7500,13.72,0,0.07,N,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
14603,26,110000,0.0,15600,6.17,0,0.14,N,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
14604,24,45996,3.0,2000,12.98,0,0.04,Y,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
14605,26,110000,9.0,20000,13.72,0,0.18,N,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14606,22,45996,6.0,2000,11.36,0,0.04,N,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
14608,26,110000,8.0,17000,8.88,0,0.15,N,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
14609,24,110000,8.0,7500,6.17,0,0.07,N,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
14610,23,110000,7.0,5000,6.91,0,0.05,N,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
14611,21,110000,5.0,10000,6.54,0,0.09,N,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
14612,24,110000,8.0,5600,12.98,0,0.05,Y,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14613,24,110000,0.0,10000,13.35,0,0.09,Y,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
14614,24,42000,1.0,2000,12.69,1,0.05,N,4,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
14615,26,110000,10.0,8000,14.35,0,0.07,Y,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
14616,25,110000,2.0,15000,7.88,0,0.14,N,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
14617,26,110000,2.0,4500,14.84,0,0.04,N,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
14618,22,110000,0.0,12000,7.14,0,0.11,N,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14619,25,110000,9.0,5000,7.14,0,0.05,N,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14620,24,42000,1.0,2000,15.62,1,0.05,Y,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
14621,25,98000,9.0,25000,16.45,1,0.26,N,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
14622,25,48000,3.0,2000,10.74,0,0.04,N,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
14623,25,110000,9.0,20000,7.88,0,0.18,N,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
14625,22,110000,2.0,14400,14.35,0,0.13,N,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
14626,24,110000,8.0,8000,6.76,0,0.07,N,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14627,25,110000,7.0,8000,7.14,0,0.07,N,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14628,25,110000,1.0,25000,11.49,0,0.23,N,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
14629,22,48255,3.0,2000,6.76,0,0.04,N,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
14630,24,110000,5.0,15000,10.25,0,0.14,N,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
14631,25,49029,8.0,2000,11.99,0,0.04,N,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
14632,22,110000,7.0,8000,13.85,0,0.07,N,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
14634,24,110000,8.0,16000,12.73,0,0.15,N,4,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
14635,22,98000,6.0,25000,10.25,1,0.26,N,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
14637,24,110000,8.0,6000,8.59,0,0.05,N,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14639,24,44000,0.0,2000,8.0,1,0.05,N,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
14640,24,98000,2.0,5000,13.22,1,0.05,Y,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14641,23,50252,6.0,2000,13.92,0,0.04,Y,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
14643,22,34800,6.0,15000,14.27,1,0.43,Y,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
14644,25,35000,1.0,15000,7.49,1,0.43,N,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
14645,23,110000,7.0,20000,11.14,0,0.18,N,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
14646,24,110000,7.0,12000,8.94,0,0.11,N,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
14647,25,110000,8.0,8000,9.32,0,0.07,N,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
14648,23,29976,3.0,15000,10.25,1,0.5,N,4,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
14649,21,36000,3.0,15000,6.62,1,0.42,N,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
14651,23,36000,3.0,15000,13.49,1,0.42,Y,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
14652,25,36000,4.0,15000,9.63,1,0.42,N,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
14653,22,98000,1.0,9000,9.63,1,0.09,N,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
14654,22,110000,7.0,20000,12.41,0,0.18,N,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
14656,26,36000,2.0,15000,7.66,1,0.42,N,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
14657,23,36000,3.0,15000,14.59,1,0.42,N,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
14658,24,98004,5.0,2500,8.49,1,0.03,N,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
14659,25,110004,9.0,15000,7.66,0,0.14,N,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
14660,26,110004,1.0,12000,10.36,0,0.11,N,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
14661,22,36000,3.0,15000,13.85,1,0.42,N,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
14662,22,30000,2.0,15000,11.66,1,0.5,Y,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
14663,24,110004,8.0,25000,12.53,0,0.23,N,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
14665,22,110196,6.0,25000,11.49,0,0.23,N,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
14668,24,28000,6.0,10000,10.37,0,0.36,N,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
14669,24,110400,8.0,3000,7.49,0,0.03,N,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
14671,22,110500,1.0,12250,11.26,0,0.11,N,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
14672,22,98656,3.0,7500,13.06,1,0.08,Y,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
14673,21,111000,4.0,28000,7.49,0,0.25,N,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
14674,26,111000,10.0,5000,5.79,0,0.05,N,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
14675,21,28000,3.0,4000,7.88,0,0.14,N,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
14676,22,37000,3.0,15000,10.25,1,0.41,N,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
14678,23,111000,7.0,8350,11.89,0,0.08,N,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
14681,26,111147,4.0,15000,13.61,0,0.13,Y,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
14682,23,28000,0.0,1250,10.99,0,0.04,N,4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
14683,23,111150,1.0,10000,8.0,0,0.09,N,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
14684,24,111239,1.0,14000,7.9,0,0.13,N,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14685,25,111262,2.0,20000,12.53,0,0.18,N,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
14686,25,37818,5.0,15000,13.48,1,0.4,N,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
14687,21,32000,6.0,15000,15.27,1,0.47,Y,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
14688,22,38000,6.0,15000,7.88,1,0.39,N,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
14689,25,38000,9.0,15000,16.45,1,0.39,Y,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
14690,25,111996,2.0,16000,11.78,0,0.14,Y,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
14692,24,112000,8.0,20400,11.71,0,0.18,N,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
14693,23,38400,7.0,15000,6.17,1,0.39,N,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
14694,22,112000,2.0,4000,8.9,0,0.04,N,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
14695,24,39000,0.0,15000,9.63,1,0.38,N,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
14696,24,112000,0.0,6000,9.91,0,0.05,N,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
14697,26,39996,10.0,15000,13.06,1,0.38,Y,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
14698,25,112000,0.0,16000,6.99,0,0.14,N,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
14699,23,112000,5.0,12000,11.99,0,0.11,N,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
14700,24,112000,8.0,3500,5.42,0,0.03,N,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
14701,21,40000,6.0,15000,14.27,1,0.38,N,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
14702,24,112000,0.0,3000,5.99,0,0.03,N,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14703,24,112000,8.0,20000,6.91,0,0.18,N,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
14704,23,40000,6.0,15000,11.71,1,0.38,N,4,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
14705,24,112000,5.0,15000,15.31,0,0.13,N,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
14706,23,34000,1.0,15000,11.71,1,0.44,N,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
14707,26,40000,4.0,15000,10.99,1,0.38,N,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
14708,24,112000,4.0,9000,9.32,0,0.08,N,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
14709,26,85000,4.0,2750,9.33,1,0.03,N,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
14710,25,100000,4.0,9000,9.64,1,0.09,N,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
14711,23,40000,7.0,15000,7.49,1,0.38,N,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
14712,24,40000,0.0,15000,7.88,1,0.38,N,4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
14713,23,112404,1.0,6000,13.23,0,0.05,Y,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
14714,26,40000,2.0,15000,14.22,1,0.38,Y,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
14715,24,112500,3.0,8600,13.11,0,0.08,Y,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
14716,25,112500,6.0,18000,11.14,0,0.16,N,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
14717,23,40000,0.0,15000,8.94,1,0.38,N,4,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
14718,24,40000,1.0,15000,12.87,1,0.38,Y,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
14719,24,112689,6.0,24000,9.99,0,0.21,N,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
14720,22,112774,6.0,6400,13.06,0,0.06,Y,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
14722,23,112976,2.0,20000,6.91,0,0.18,N,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
14723,26,34988,9.0,15000,13.98,1,0.43,N,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
14724,23,113000,2.0,22400,7.49,0,0.2,N,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
14725,21,27600,3.0,1000,15.27,0,0.04,Y,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
14726,25,113000,8.0,21000,11.49,0,0.19,N,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
14728,24,113000,5.0,17950,11.99,0,0.16,N,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
14729,22,41000,3.0,15000,12.73,1,0.37,N,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
14730,24,85850,3.0,12000,15.99,1,0.12,Y,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
14731,23,113000,4.0,12000,7.66,0,0.11,N,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
14732,23,113000,7.0,8000,5.79,0,0.07,N,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14735,22,113000,6.0,25000,12.53,0,0.22,N,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
14736,24,113000,8.0,2100,7.4,0,0.02,N,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
14737,23,42000,7.0,15000,13.49,1,0.36,N,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
14739,26,101000,10.0,25000,17.46,1,0.25,N,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
14741,25,113135,9.0,25000,10.59,0,0.22,N,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
14742,23,113200,3.0,24250,10.62,0,0.21,N,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
14743,24,113217,2.0,6000,7.88,0,0.05,N,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14745,24,113676,8.0,7200,6.99,0,0.06,N,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14746,23,113698,7.0,15000,7.9,0,0.13,N,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14747,23,42000,7.0,15000,11.83,1,0.36,N,4,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
14748,23,114000,1.0,17325,11.99,0,0.15,N,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
14749,22,27560,6.0,2800,11.49,0,0.1,N,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
14750,23,114000,7.0,6000,8.49,0,0.05,N,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
14751,24,42000,0.0,15000,11.58,1,0.36,N,4,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
14752,23,114000,7.0,8000,12.68,0,0.07,N,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
14753,25,36000,1.0,15000,15.05,1,0.42,Y,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
14755,26,114000,10.0,14400,7.14,0,0.13,N,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
14756,24,42300,8.0,15000,11.99,1,0.35,N,4,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
14758,25,102000,7.0,25000,20.16,1,0.25,Y,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14759,25,114000,4.0,10000,9.32,0,0.09,N,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14760,24,114000,2.0,15000,9.76,0,0.13,N,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
14761,25,27336,9.0,5500,13.23,0,0.2,N,4,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
14762,23,36500,2.0,15000,15.65,1,0.41,N,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
14763,23,114600,7.0,10000,13.06,0,0.09,N,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
14764,25,114996,7.0,5000,13.49,0,0.04,N,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
14765,24,27168,5.0,7500,9.99,0,0.28,N,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
14766,25,102996,4.0,20000,14.54,1,0.19,Y,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
14767,26,114996,1.0,24000,10.62,0,0.21,N,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
14768,23,115000,7.0,10000,14.27,0,0.09,N,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
14770,25,115000,3.0,19000,13.49,0,0.17,N,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
14771,25,115000,9.0,4000,6.03,0,0.03,N,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
14772,22,43000,0.0,15000,8.49,1,0.35,N,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
14773,23,115000,4.0,24000,7.9,0,0.21,N,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14774,22,43000,7.0,15000,10.99,1,0.35,N,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
14775,24,37680,8.0,15000,19.82,1,0.4,N,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
14776,24,115000,3.0,15000,6.03,0,0.13,N,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
14777,25,38400,3.0,15000,10.65,1,0.39,N,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
14778,25,115000,7.0,18000,7.51,0,0.16,N,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
14779,23,115000,7.0,5000,14.27,0,0.04,N,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
14781,25,115000,9.0,19000,13.49,0,0.17,Y,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
14782,23,45000,1.0,15000,7.9,1,0.33,N,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
14783,23,115000,1.0,8000,8.49,0,0.07,N,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
14784,22,115000,6.0,12000,5.99,0,0.1,N,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
14785,23,115000,4.0,5600,5.42,0,0.05,N,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
14786,23,115000,3.0,10000,10.59,0,0.09,N,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
14787,24,115000,8.0,35000,16.89,0,0.3,Y,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
14788,25,115000,3.0,7600,6.99,0,0.07,N,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14789,23,45000,5.0,15000,7.49,1,0.33,N,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
14790,22,103000,6.0,15000,9.63,1,0.15,N,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
14791,26,45000,10.0,15000,7.29,1,0.33,N,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
14792,22,45000,0.0,15000,10.37,1,0.33,N,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
14793,23,39000,7.0,15000,15.28,1,0.38,N,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
14794,26,45000,3.0,15000,8.88,1,0.33,N,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
14795,22,115000,7.0,13600,7.29,0,0.12,N,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
14796,25,115000,1.0,20000,15.65,0,0.17,Y,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
14797,25,115000,4.0,20000,6.91,0,0.17,N,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
14799,25,115000,4.0,4000,7.88,0,0.03,N,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
14800,24,115000,7.0,1500,6.76,0,0.01,N,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
14801,24,115000,8.0,10000,7.51,0,0.09,N,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
14802,25,45000,0.0,15000,13.48,1,0.33,N,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
14803,24,115000,4.0,8000,7.51,0,0.07,N,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
14804,26,115000,5.0,6000,10.75,0,0.05,N,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
14805,26,39000,1.0,15000,16.07,1,0.38,Y,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
14806,26,103000,0.0,14000,13.57,1,0.14,N,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14807,25,115000,5.0,8000,19.13,0,0.07,Y,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
14809,23,39000,1.0,15000,12.21,1,0.38,N,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
14810,23,45000,7.0,15000,12.84,1,0.33,N,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
14811,23,115000,3.0,13000,11.83,0,0.11,N,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
14812,26,115000,6.0,15000,12.87,0,0.13,Y,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
14813,24,115000,8.0,15000,11.48,0,0.13,N,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
14815,26,39000,3.0,15000,15.37,1,0.38,N,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
14816,26,115000,3.0,20000,13.16,0,0.17,Y,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
14817,25,115000,4.0,25000,12.53,0,0.22,Y,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
14818,21,115000,2.0,20000,10.83,0,0.17,N,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
14819,25,39000,4.0,15000,12.92,1,0.38,N,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
14820,25,115200,1.0,14000,6.62,0,0.12,N,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
14821,26,115200,10.0,4500,11.97,0,0.04,Y,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
14822,26,46890,9.0,15000,12.99,1,0.32,Y,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
14823,24,115500,2.0,3200,16.29,0,0.03,N,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
14824,26,47000,7.0,15000,7.9,1,0.32,N,4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
14825,24,115500,8.0,10000,7.75,0,0.09,N,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
14826,26,115600,4.0,9925,7.29,0,0.09,N,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
14827,20,115731,4.0,9625,10.74,0,0.08,N,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
14828,25,115731,3.0,7200,7.14,0,0.06,N,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
14829,24,115800,5.0,12000,10.99,0,0.1,N,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
14830,24,47000,8.0,15000,18.64,1,0.32,N,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
14831,25,116000,0.0,35000,17.58,0,0.3,Y,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
14832,23,116000,8.0,15825,15.62,0,0.14,Y,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
14833,22,116000,3.0,12000,10.25,0,0.1,N,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
14834,23,47000,3.0,15000,11.48,1,0.32,N,4,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
14835,25,31000,2.0,1800,8.32,0,0.06,N,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
14836,25,116000,9.0,19950,9.96,0,0.17,N,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
14837,23,116004,1.0,14000,12.99,0,0.12,N,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14838,22,33000,1.0,1800,5.42,0,0.05,N,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
14839,26,116004,11.0,20000,12.21,0,0.17,N,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
14840,23,33195,5.0,1800,11.99,0,0.05,N,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
14841,24,26400,8.0,3000,10.59,0,0.11,N,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
14842,24,33660,3.0,1800,7.51,0,0.05,N,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
14843,21,34000,4.0,1800,11.49,0,0.05,N,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
14844,22,116700,0.0,6000,8.49,0,0.05,N,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
